function	16S_FCS_Hsap_S1_scAem_plus10d_Rep1_01-plus10	16S_FCS_Hsap_S1_scAem_plus3mon_Rep1_01-plus3m	16S_FCS_Hsap_S1_scAem_plus6mon_Rep1_01-plus6m	16S_FCS_Hsap_S1_scWim_120d_Rep1_01-120	16S_FCS_Hsap_S1_scWim_14d_Rep1_01-14	16S_FCS_Hsap_S1_scWim_150d_Rep1_01-150	16S_FCS_Hsap_S1_scWim_180d_Rep1_01-180	16S_FCS_Hsap_S1_scWim_210d_Rep1_01-210	16S_FCS_Hsap_S1_scWim_21d_Rep1_01-21	16S_FCS_Hsap_S1_scWim_300d_Rep1_01-300	16S_FCS_Hsap_S1_scWim_30d_Rep1_01-30	16S_FCS_Hsap_S1_scWim_330d_Rep1_01-330	16S_FCS_Hsap_S1_scWim_360d_Rep1_01-360	16S_FCS_Hsap_S1_scWim_390d_Rep1_01-390	16S_FCS_Hsap_S1_scWim_420d_Rep1_01-420	16S_FCS_Hsap_S1_scWim_450d_Rep1_01-450	16S_FCS_Hsap_S1_scWim_45d_Rep1_01-45	16S_FCS_Hsap_S1_scWim_490d_Rep1_01-490	16S_FCS_Hsap_S1_scWim_504d_Rep1_01-504	16S_FCS_Hsap_S1_scWim_520d_Rep1_01-520	16S_FCS_Hsap_S1_scWim_60d_Rep1_01-60	16S_FCS_Hsap_S1_scWim_75d_Rep1_01-75	16S_FCS_Hsap_S1_scWim_7d_Rep1_01-7	16S_FCS_Hsap_S1_scWim_90d_Rep1_01-90	16S_FCS_Hsap_S2_scAem_plus10d_Rep2_02-plus10	16S_FCS_Hsap_S2_scAem_plus3mon_Rep2_02-plus3m	16S_FCS_Hsap_S2_scAem_plus6mon_Rep2_02-plus6m	16S_FCS_Hsap_S2_scWim_120d_Rep2_02-120	16S_FCS_Hsap_S2_scWim_14d_Rep2_02-14	16S_FCS_Hsap_S2_scWim_150d_Rep2_02-150	16S_FCS_Hsap_S2_scWim_180d_Rep2_02-180	16S_FCS_Hsap_S2_scWim_1d_Rep1_02-1	16S_FCS_Hsap_S2_scWim_210d_Rep2_02-210	16S_FCS_Hsap_S2_scWim_21d_Rep2_02-21	16S_FCS_Hsap_S2_scWim_240d_Rep1_02-240	16S_FCS_Hsap_S2_scWim_270d_Rep1_02-270	16S_FCS_Hsap_S2_scWim_300d_Rep2_02-300	16S_FCS_Hsap_S2_scWim_30d_Rep2_02-30	16S_FCS_Hsap_S2_scWim_330d_Rep2_02-330	16S_FCS_Hsap_S2_scWim_360d_Rep2_02-360	16S_FCS_Hsap_S2_scWim_390d_Rep2_02-390	16S_FCS_Hsap_S2_scWim_420d_Rep2_02-420	16S_FCS_Hsap_S2_scWim_450d_Rep2_02-450	16S_FCS_Hsap_S2_scWim_45d_Rep2_02-45	16S_FCS_Hsap_S2_scWim_490d_Rep2_02-490	16S_FCS_Hsap_S2_scWim_504d_Rep2_02-504	16S_FCS_Hsap_S2_scWim_520d_Rep2_02-520	16S_FCS_Hsap_S2_scWim_60d_Rep2_02-60	16S_FCS_Hsap_S2_scWim_7d_Rep2_02-7	16S_FCS_Hsap_S2_scWim_90d_Rep2_02-90	16S_FCS_Hsap_S3_scAem_plus10d_Rep3_03-plus10	16S_FCS_Hsap_S3_scAem_plus3mon_Rep3_03-plus3m	16S_FCS_Hsap_S3_scAem_plus6mon_Rep3_03-plus6m	16S_FCS_Hsap_S3_scBem_minus10d_Rep1_03-minus10	16S_FCS_Hsap_S3_scWim_120d_Rep3_03-120	16S_FCS_Hsap_S3_scWim_14d_Rep3_03-14	16S_FCS_Hsap_S3_scWim_150d_Rep3_03-150	16S_FCS_Hsap_S3_scWim_180d_Rep3_03-180	16S_FCS_Hsap_S3_scWim_1d_Rep2_03-1	16S_FCS_Hsap_S3_scWim_210d_Rep3_03-210	16S_FCS_Hsap_S3_scWim_21d_Rep3_03-21	16S_FCS_Hsap_S3_scWim_240d_Rep2_03-240	16S_FCS_Hsap_S3_scWim_270d_Rep2_03-270	16S_FCS_Hsap_S3_scWim_300d_Rep3_03-300	16S_FCS_Hsap_S3_scWim_30d_Rep3_03-30	16S_FCS_Hsap_S3_scWim_330d_Rep3_03-330	16S_FCS_Hsap_S3_scWim_360d_Rep3_03-360	16S_FCS_Hsap_S3_scWim_390d_Rep3_03-390	16S_FCS_Hsap_S3_scWim_420d_Rep3_03-420	16S_FCS_Hsap_S3_scWim_450d_Rep3_03-450	16S_FCS_Hsap_S3_scWim_45d_Rep3_03-45	16S_FCS_Hsap_S3_scWim_490d_Rep3_03-490	16S_FCS_Hsap_S3_scWim_504d_Rep3_03-504	16S_FCS_Hsap_S3_scWim_520d_Rep3_03-520	16S_FCS_Hsap_S3_scWim_60d_Rep3_03-60	16S_FCS_Hsap_S3_scWim_75d_Rep3_03-75	16S_FCS_Hsap_S3_scWim_7d_Rep3_03-7	16S_FCS_Hsap_S3_scWim_90d_Rep3_03-90	16S_FCS_Hsap_S4_scAem_plus10d_Rep4_04-plus10	16S_FCS_Hsap_S4_scAem_plus3mon_Rep4_04-plus3m	16S_FCS_Hsap_S4_scBem_minus10d_Rep2_04-minus10	16S_FCS_Hsap_S4_scWim_120d_Rep4_04-120	16S_FCS_Hsap_S4_scWim_14d_Rep4_04-14	16S_FCS_Hsap_S4_scWim_150d_Rep4_04-150	16S_FCS_Hsap_S4_scWim_180d_Rep4_04-180	16S_FCS_Hsap_S4_scWim_1d_Rep3_04-1	16S_FCS_Hsap_S4_scWim_210d_Rep4_04-210	16S_FCS_Hsap_S4_scWim_21d_Rep4_04-21	16S_FCS_Hsap_S4_scWim_240d_Rep3_04-240	16S_FCS_Hsap_S4_scWim_270d_Rep3_04-270	16S_FCS_Hsap_S4_scWim_300d_Rep4_04-300	16S_FCS_Hsap_S4_scWim_30d_Rep4_04-30	16S_FCS_Hsap_S4_scWim_330d_Rep4_04-330	16S_FCS_Hsap_S4_scWim_360d_Rep4_04-360	16S_FCS_Hsap_S4_scWim_390d_Rep4_04-390	16S_FCS_Hsap_S4_scWim_420d_Rep4_04-420	16S_FCS_Hsap_S4_scWim_450d_Rep4_04-450	16S_FCS_Hsap_S4_scWim_45d_Rep4_04-45	16S_FCS_Hsap_S4_scWim_490d_Rep4_04-490	16S_FCS_Hsap_S4_scWim_504d_Rep4_04-504	16S_FCS_Hsap_S4_scWim_520d_Rep4_04-520	16S_FCS_Hsap_S4_scWim_60d_Rep4_04-60	16S_FCS_Hsap_S4_scWim_75d_Rep4_04-75	16S_FCS_Hsap_S4_scWim_7d_Rep4_04-7	16S_FCS_Hsap_S4_scWim_90d_Rep4_04-90	16S_FCS_Hsap_S5_scAem_plus10d_Rep5_05-plus10	16S_FCS_Hsap_S5_scAem_plus3mon_Rep5_05-plus3m	16S_FCS_Hsap_S5_scBem_minus10d_Rep3_05-minus10	16S_FCS_Hsap_S5_scWim_120d_Rep5_05-120	16S_FCS_Hsap_S5_scWim_14d_Rep5_05-14	16S_FCS_Hsap_S5_scWim_150d_Rep5_05-150	16S_FCS_Hsap_S5_scWim_180d_Rep5_05-180	16S_FCS_Hsap_S5_scWim_1d_Rep4_05-1	16S_FCS_Hsap_S5_scWim_210d_Rep5_05-210	16S_FCS_Hsap_S5_scWim_21d_Rep5_05-21	16S_FCS_Hsap_S5_scWim_240d_Rep4_05-240	16S_FCS_Hsap_S5_scWim_270d_Rep4_05-270	16S_FCS_Hsap_S5_scWim_300d_Rep5_05-300	16S_FCS_Hsap_S5_scWim_30d_Rep5_05-30	16S_FCS_Hsap_S5_scWim_330d_Rep5_05-330	16S_FCS_Hsap_S5_scWim_360d_Rep5_05-360	16S_FCS_Hsap_S5_scWim_390d_Rep5_05-390	16S_FCS_Hsap_S5_scWim_420d_Rep5_05-420	16S_FCS_Hsap_S5_scWim_450d_Rep5_05-450	16S_FCS_Hsap_S5_scWim_45d_Rep5_05-45	16S_FCS_Hsap_S5_scWim_490d_Rep5_05-490	16S_FCS_Hsap_S5_scWim_504d_Rep5_05-504	16S_FCS_Hsap_S5_scWim_520d_Rep5_05-520	16S_FCS_Hsap_S5_scWim_60d_Rep5_05-60	16S_FCS_Hsap_S5_scWim_75d_Rep5_05-75	16S_FCS_Hsap_S5_scWim_7d_Rep5_05-7	16S_FCS_Hsap_S5_scWim_90d_Rep5_05-90	16S_FCS_Hsap_S6_scAem_plus10d_Rep6_06-plus10	16S_FCS_Hsap_S6_scAem_plus6mon_Rep4_06-plus6m	16S_FCS_Hsap_S6_scBem_minus10d_Rep4_06-minus10	16S_FCS_Hsap_S6_scWim_120d_Rep6_06-120	16S_FCS_Hsap_S6_scWim_14d_Rep6_06-14	16S_FCS_Hsap_S6_scWim_150d_Rep6_06-150	16S_FCS_Hsap_S6_scWim_180d_Rep6_06-180	16S_FCS_Hsap_S6_scWim_1d_Rep5_06-1	16S_FCS_Hsap_S6_scWim_210d_Rep6_06-210	16S_FCS_Hsap_S6_scWim_21d_Rep6_06-21	16S_FCS_Hsap_S6_scWim_240d_Rep5_06-240	16S_FCS_Hsap_S6_scWim_270d_Rep5_06-270	16S_FCS_Hsap_S6_scWim_300d_Rep6_06-300	16S_FCS_Hsap_S6_scWim_30d_Rep6_06-30	16S_FCS_Hsap_S6_scWim_330d_Rep6_06-330	16S_FCS_Hsap_S6_scWim_360d_Rep6_06-360	16S_FCS_Hsap_S6_scWim_390d_Rep6_06-390	16S_FCS_Hsap_S6_scWim_420d_Rep6_06-420	16S_FCS_Hsap_S6_scWim_450d_Rep6_06-450	16S_FCS_Hsap_S6_scWim_45d_Rep6_06-45	16S_FCS_Hsap_S6_scWim_490d_Rep6_06-490	16S_FCS_Hsap_S6_scWim_504d_Rep6_06-504	16S_FCS_Hsap_S6_scWim_520d_Rep6_06-520	16S_FCS_Hsap_S6_scWim_60d_Rep6_06-60	16S_FCS_Hsap_S6_scWim_75d_Rep6_06-75	16S_FCS_Hsap_S6_scWim_7d_Rep6_06-7	16S_FCS_Hsap_S6_scWim_90d_Rep6_06-90
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	77756.24	48292.79	52045.92	63749.81999999999	64777.29000000001	31975.65	31470.48	34576.33	88853.05	47058.57	75780.0	38469.4	31060.02	18633.370000000003	76225.26000000001	71404.60999999999	40107.72	70256.75	73681.0	65202.02	57569.73	47723.46	65370.42	65779.41	37274.7	45411.51	51323.1	42306.4	30471.66	55539.14	44990.57	26092.79	55479.03999999999	30262.01	46934.06	47608.84999999999	34930.520000000004	2637.77	30417.49	52323.93	62070.73	80724.05	44556.43	47291.350000000006	57093.52	45316.96000000001	59576.39	39701.78	38040.26	24094.04	116973.47	122442.9	99255.93	113682.12	59014.89	129759.99	59880.91	39870.33	106922.98	36017.55	84657.58	128420.08	92800.51	109528.72	86941.13	88882.70000000001	63631.79	72755.98999999999	65728.95000000001	55908.69	71710.28000000001	118358.8	104800.73	149313.53999999998	85344.3	93074.51	81108.29	57567.42	31010.86	34508.8	64790.13999999999	58317.76	66566.47	65681.0	48677.38	40596.97	24445.29	108699.35	33350.48	38239.11	28022.7	123758.74	33613.369999999995	57271.71	38355.62	29160.63	14528.19	90184.81	19811.25	24464.53	18088.89	109278.27	67109.66	95934.48	50294.55	32058.250000000004	35217.19	33779.54	27700.06	44529.64	34192.1	33372.35	19281.63	37792.0	61569.47	30667.92	36200.11	32176.81	55582.59	22075.03	36315.8	18228.45	41432.28	31868.97	41716.3	30883.4	33907.85	36742.53	40904.82000000001	32900.8	51413.7	25853.24	55936.41	44329.3	27308.63	30827.52	25534.02	43887.86	20310.48	49889.53	34615.45	22564.43	19589.92	29463.36	28486.77	23891.27	30923.63	17923.07	40864.76	35794.18	26373.83	24783.04	17262.96	42408.04	47384.34	31969.76	43686.12	27206.59	24467.52
1.1.1.136-RXN	482.5	379.0	385.0	278.0	980.5	282.0	232.0	230.67	1665.0	311.0	892.0	232.0	314.5	411.5	712.5	510.0	256.5	866.5	438.0	438.0	262.0	217.0	2130.0	172.5	396.0	75.9	231.13	168.6	53.2	92.5	128.4	35.0	340.0	84.4	501.4	164.1	120.0	0.0	178.0	276.0	346.0	428.3	491.6	71.67	475.4	215.0	295.8	90.0	49.0	31.8	810.5	273.5	215.0	1154.9	133.0	76.0	148.17000000000002	78.0	1121.5	71.0	107.0	366.83	464.5	899.0	87.0	395.5	1125.5	1008.0	1293.0	781.5	62.0	298.5	505.5	335.0	61.83	125.0	46.0	101.0	61.0	384.8	463.0	305.8	219.4	389.1	252.0	89.3	104.0	696.8	171.8	282.8	95.5	721.2	172.9	203.0	45.2	242.5	57.0	840.0	91.2	108.0	84.9	354.9	243.6	302.8	1010.5	430.0	143.0	215.0	113.0	236.0	141.0	151.0	41.0	42.0	345.0	175.0	171.5	107.0	118.5	346.33	513.0	85.0	417.0	310.0	170.86	189.0	253.5	228.0	112.0	115.0	150.0	77.0	394.3	83.8	142.4	247.7	179.9	128.4	171.9	691.0300000000001	354.90000000000003	133.9	96.6	132.3	149.5	161.8	61.5	31.6	73.2	177.6	310.6	120.8	133.2	201.83	90.83	197.1	222.6	69.4	259.2
1.1.1.215-RXN	13.8	1.6	0.0	0.0	8.0	0.2	0.4	69.8	6.0	0.0	7.4	0.0	0.6	0.4	26.4	1.0	1.6	0.8	0.33	0.6	0.0	0.0	0.4	6.4	265.2	637.8000000000001	647.68	774.0	519.2	2556.47	1602.6	668.9000000000001	1426.8	460.0	815.8000000000001	658.1999999999999	756.2	14.6	546.2	116.0	1230.6	1149.0	804.0	1425.6	830.4	294.8	724.0	1424.4	1214.8	1387.4	218.45	4.8	2.4	1176.87	7.199999999999999	78.11	3.2	1.2	474.3299999999999	10.2	19.23	34.32	22.0	6.0	16.8	3.4	2.93	11.27	0.0	4.6	2.45	0.4	0.0	179.48000000000002	5.6	0.0	74.68	0.2	8.33	36.93	238.2	0.6	4.4	2.8	0.0	3.6	0.0	1.27	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.8	0.6	3.2	0.4	0.0	0.8	0.0	10.8	19.0	3.8	17.2	65.2	4.0	0.0	1.6	1.0	26.2	0.0	0.2	0.0	12.2	3.2	0.0	0.0	0.0	8.2	0.0	0.0	0.0	49.34	0.0	0.0	14.0	0.0	25.8	1.2	13.659999999999998	1.8	4.8	3.4	4.8	18.8	13.0	12.0	4.2	3.6	8.8	0.8	1.4	0.0	0.2	0.4	0.33	2.6	0.0	0.67	0.71	4.8	4.13	0.6	3.0
1.1.1.251-RXN	13.8	1.6	0.0	0.0	8.0	0.2	0.4	69.8	6.0	0.0	7.4	0.0	0.6	0.4	26.4	0.67	1.6	0.8	0.0	0.6	0.0	0.0	0.4	6.4	265.2	637.8000000000001	276.4	774.0	519.2	2555.8	1602.6	668.4000000000001	1426.8	460.0	815.8000000000001	658.1999999999999	756.2	14.6	546.2	116.0	1230.6	1149.0	804.0	1425.6	830.4	294.8	724.0	1424.4	1214.8	1387.4	139.2	4.8	2.4	119.20999999999998	7.199999999999999	33.4	3.2	1.2	49.4	10.2	4.8	33.2	22.0	6.0	13.8	3.4	2.6	9.27	0.0	4.6	2.2	0.4	0.0	130.6	5.6	0.0	10.0	0.2	9.0	140.8	1242.2	16.6	29.4	48.8	2.0	6.6	17.0	34.6	12.0	66.0	0.0	25.0	11.0	19.0	3.0	8.0	14.0	5.0	43.8	37.6	129.2	0.4	0.0	17.8	0.0	10.8	19.0	3.8	17.2	65.2	4.0	0.0	1.6	1.0	26.2	0.0	0.2	0.0	12.2	3.2	0.0	0.0	0.0	8.2	0.0	0.0	0.0	49.34	0.0	0.0	14.0	0.0	25.8	1.2	12.73	1.8	4.8	3.4	4.8	18.8	13.0	12.0	4.2	3.6	8.8	0.8	1.4	0.0	0.2	0.4	0.0	2.6	0.0	0.0	0.0	4.8	3.8	0.6	3.0
1.1.1.253-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.261-RXN	11246.5	5069.5	4129.0	8523.5	7279.5	1721.0	3001.5	4148.5	13011.5	2567.0	8760.0	1928.0	2012.5	1324.5	7546.0	4582.0	3933.0	4623.0	7715.5	5137.5	7024.0	4845.5	5183.5	6777.0	5824.5	7132.9	7408.3	7257.6	5994.2	6995.0	6857.9	5003.5	8486.5	6290.900000000001	5842.4	7541.6	5759.0	615.5	3706.0	9503.5	11198.5	12270.8	5344.1	7814.0	7272.4	7678.0	8870.8	6015.0	6403.0	3482.3	19231.5	22311.5	19252.0	14299.9	10671.5	52384.0	8406.5	7936.0	16222.5	6990.0	27588.0	21528.5	9499.0	16762.5	23514.5	18596.0	9995.5	8670.5	6082.5	8556.0	20808.5	21473.5	15920.0	22198.0	23671.5	23557.0	22776.5	17473.0	5570.0	7421.3	13196.0	11444.8	12704.4	10617.6	8716.0	7360.3	5243.0	20823.3	6304.3	8785.8	4837.0	29827.2	6450.9	13504.5	9724.7	4400.5	1675.5	17672.5	3700.2	6917.5	1844.4	35871.4	18229.6	22678.8	9234.0	3852.0	7034.5	7104.0	4109.5	9276.5	4719.5	6972.5	4655.0	8137.5	13699.5	7191.0	7122.5	5385.0	11440.5	3277.5	9648.5	4895.0	6667.0	5692.5	10060.86	5475.0	5498.5	7292.5	9911.5	4120.5	11805.5	4194.5	16519.3	16672.8	9668.4	5039.7	6434.9	13739.9	4774.4	13639.7	11085.4	3915.9	5325.6	6007.3	3764.0	6402.3	9823.0	4723.6	13883.2	9807.6	8039.1	5346.8	3393.2	12086.5	15504.5	11691.6	13137.1	9255.4	8171.7
1.1.1.264-RXN	13.8	1.6	0.0	0.0	8.0	0.2	0.4	69.8	6.0	0.0	7.4	0.0	0.6	0.4	26.4	0.0	1.6	0.8	0.0	0.6	0.0	0.0	0.4	6.4	265.2	637.8000000000001	276.4	774.0	519.2	2555.8	1602.6	668.4000000000001	1431.8	460.0	815.8000000000001	658.1999999999999	756.2	14.6	546.2	116.0	1230.6	1149.0	804.0	1425.6	830.4	294.8	724.0	1424.4	1214.8	1387.4	139.2	4.8	2.4	111.74	7.199999999999999	54.61	3.2	1.2	71.04	10.2	17.23	33.2	22.0	6.0	13.8	3.4	2.6	4.6	0.0	4.6	2.45	0.4	0.0	130.6	5.6	0.0	47.53	0.2	0.0	31.8	238.2	0.6	4.4	2.8	0.0	3.6	2.0	0.6	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.8	0.6	2.2	0.4	0.0	0.8	0.0	10.8	19.0	3.8	17.2	65.2	4.0	0.0	1.6	1.0	26.2	0.0	0.2	0.0	12.2	3.2	0.0	0.0	0.0	8.2	0.0	0.0	0.0	4.0	0.0	0.0	14.0	0.0	25.8	1.2	10.4	1.8	4.8	3.4	4.8	18.8	13.0	12.0	4.2	3.6	8.8	0.8	1.4	0.0	0.2	0.4	0.0	2.6	0.0	0.0	0.0	4.8	3.8	0.6	3.0
1.1.1.271-RXN	2009.53	6712.82	15407.13	15978.8	15260.19	3123.4000000000005	5224.88	7025.18	21665.44	3982.16	22147.83	2429.96	4488.129999999999	1395.18	16647.54	10248.759999999998	8496.36	14079.71	9205.32	6580.07	8199.490000000002	11558.09	12337.669999999998	11854.73	2696.9300000000003	4378.88	5930.4	3752.04	2344.26	6561.2	4223.4	2491.93	5516.97	3111.53	5855.84	4343.78	4470.37	205.6	2476.36	4238.28	6496.74	7189.629999999999	4261.12	3360.34	4546.88	4202.139999999999	9172.65	4320.969999999999	2634.0	3213.17	10505.17	26998.630000000005	18305.97	22835.61	5449.37	17113.4	4696.42	3261.87	53939.03	3879.8	17176.25	8256.960000000001	10776.329999999998	3584.71	7970.8	6276.0	5123.76	5829.61	4214.85	5222.93	3076.78	15955.4	4998.67	8477.13	4617.6	5200.67	11463.9	4045.2	2298.26	1577.9299999999998	6059.76	5904.38	6073.689999999999	7275.849999999999	2958.74	4185.82	2402.59	11388.84	3076.1800000000003	2564.1000000000004	2026.33	8905.1	2572.4300000000003	3175.19	3495.4	1483.92	461.83	6212.67	1853.92	1252.46	1346.8300000000002	12904.44	6571.2	10173.23	3486.1400000000003	1001.39	2006.67	2817.85	2985.75	7781.73	3340.81	2198.21	3001.25	2100.0	10452.82	2173.42	1600.7	1626.62	5685.31	2496.45	2443.17	1011.75	1407.75	2552.89	3714.83	744.5	832.01	1883.25	2081.59	1120.41	10802.6	2072.8900000000003	5525.76	6041.99	4533.35	2801.57	3554.8100000000004	4106.1	990.35	5243.05	3669.75	1722.61	1904.79	1872.1	1471.09	5106.58	2115.27	1267.6	1701.58	1691.66	3479.5	2752.75	3241.7	3482.28	1682.91	3185.65	2532.51	1782.7499999999998	1953.6
1.1.1.289-RXN	9.0	144.0	83.0	133.0	247.0	153.0	64.0	72.0	219.0	562.0	172.0	116.0	593.0	746.0	1604.0	2016.0	101.0	639.0	127.0	43.0	116.0	122.0	134.0	83.0	26.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	17.0	15.0	0.0	0.0	0.0	17.0	3.0	11.0	2.0	0.0	25.0	20.0	39.0	0.0	0.0	0.0	39.0	90.0	67.0	255.0	34.0	78.0	55.0	16.0	418.0	9.0	87.0	38.0	128.0	47.0	22.0	22.0	0.0	97.0	19.0	33.0	2.0	65.0	44.0	0.0	2.0	6.0	97.0	6.0	1.0	9.0	69.0	45.0	16.0	54.0	5.0	19.0	7.0	57.0	32.0	30.0	0.0	87.0	32.0	7.0	7.0	4.0	0.0	23.0	26.0	9.0	63.0	13.0	27.0	120.0	20.0	10.0	8.0	11.0	4.0	19.0	8.0	1.0	0.0	6.0	31.0	7.0	3.0	0.0	4.0	2.0	2.0	2.0	12.0	12.0	3.0	3.0	10.0	11.0	2.0	8.0	18.0	2.0	29.0	6.0	13.0	26.0	131.0	7.0	138.0	143.0	20.0	174.0	35.0	30.0	21.0	104.0	6.0	0.0	6.0	9.0	13.0	55.0	27.0	39.0	2.0	158.0	67.0	0.0	48.0
1.1.1.291-RXN	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	2.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0
